Denumire medicament,Substanta activa,Lista de compensare,Cod medicament,Formă farmaceutica,Cod ATC,Mod de prescriere,Concentratie,Forma de ambalare,Nume detinator APP,Tara detinator APP,Cantitate pe forma ambalare,Preț maximal al medicamentului raportat la forma de ambalare,Pret maximal al medicamentului raportat la UT,"Contributie maxima a asiguratului raportat la UT, pentru asiguratii care beneficiază de compensare 100% din prețul de referinta","Contributie maxima a asiguratului raportat la UT, pentru asiguratii care beneficiaza de compensare 90% - sublista A, 50% - sublista B, 20% - sublista D din prețul de referinta","Contribuție maxima a asiguratului raportat la UT, pentru asiguratii care beneficiază de compensare 90% din pretul de referinta, pentru pensionari cu venituri de pana la 1.299 lei/luna inclusiv"
"BALANCE 2,3% GLUCOZA, 1,75 mmol/l calciu",COMBINATII,C2,W13989003,SOL. DIAL. PERIT.,B05DB,PR,FARA CONCENTRATIE,"CUTIE X 4 PUNGI BICOMPARTIMENTATE X 2000 ML SOL. PT. DIALIZA PERITONEALA (""STAY SAFE"")",FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,GERMANIA,4,19648,49120000,0000000,0000000,
CAPD/DPCA 3,COMBINATII,C2,W53457002,SOL. DIAL. PERIT.,B05DB,PR,FARA CONCENTRATIE,CUTIE X 4 PUNGI X 2000 ML SOL. PT. DIALIZA PERITONEALA -SISTEM STAY-SAFE,FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,GERMANIA,4,9810,24525000,0000000,0000000,
CAPD/DPCA 4,COMBINATII,C2,W53458003,SOL. DIAL. PERIT.,B05DB,PR,FARA CONCENTRATIE,CUTIE X 2 PUNGI X 5000 ML SOL.PT. DIALIZA PERITONEALA -SISTEM SLEEP-SAFE,FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,GERMANIA,2,6023,30115000,0000000,0000000,
CAPD/DPCA 2,COMBINATII,C2,W53456003,SOL. DIAL. PERIT.,B05DB,PR,FARA CONCENTRATIE,CUTIE X 2 PUNGI X 5000 ML SOL. PT. DIALIZA PERITONEALA -SIST. SLEEP SAFE,FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,GERMANIA,2,6023,30115000,0000000,0000000,
"BALANCE 2,3% GLUCOZA, 1,75 mmol/l calciu",COMBINATII,C2,W13989004,SOL. DIAL. PERIT.,B05DB,PR,FARA CONCENTRATIE,"CUTIE X 4 PUNGI BICOMPARTIMENTATE X 2500 ML SOL. PT. DIALIZA PERITONEALA (""STAY SAFE"")",FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,GERMANIA,4,19648,49120000,0000000,0000000,
"BALANCE 1,5% GLUCOZA, 1,75 mmol/l calciu",COMBINATII,C2,W13997004,SOL. DIAL. PERIT.,B05DB,PR,FARA CONCENTRATIE,"CUTIE X 4 PUNGI BIOCOMPARTIMENTATE X 2500 ML SOL PT. DIALIZA PERITONEALA (""STAY SAFE"")",FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,GERMANIA,4,19229,48072500,0000000,0000000,
CAPD/DPCA 3,COMBINATII,C2,W53457003,SOL. DIAL. PERIT.,B05DB,PR,FARA CONCENTRATIE,CUTIE X 2 PUNGI X 5000ML SOL. PT. DIALIZA PERITONEALA -SIST. SLEEP SAFE,FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,GERMANIA,2,6023,30115000,0000000,0000000,
"BALANCE 1,5% GLUCOZA, 1,75 mmol/l calciu",COMBINATII,C2,W13997003,SOL. DIAL. PERIT.,B05DB,PR,FARA CONCENTRATIE,"CUTIE X 4 PUNGI BIOCOMPARTIMENTATE X 2000 ML SOL PT. DIALIZA PERITONEALA (""STAY SAFE"")",FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,GERMANIA,4,19229,48072500,0000000,0000000,
CINACALCET ACCORD 30 mg,CINACALCETUM,C2,W63577002,COMPR. FILM,H05BX01,PRF,30mg,CUTIE CU 2 BLIST. PVC-PE-PVDC/AL X 14 COMPR. FILM.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,28,43071,15382500,0000000,0000000,
CINACALCET ACCORD 30 mg,CINACALCETUM,C2,W66319002,COMPR. FILM,H05BX01,PRF,30mg,CUTIE CU 2 BLIST. PVC-PE-PVDC/AL X 14 COMPR. FILM.,ACCORD HEALTHCARE POLSKA SP. Z O.O.,POLONIA,28,43071,15382500,0000000,0000000,
CINACALCET HEATON 30 mgA,CINACALCETUM,C2,W64166002,COMPR. FILM.,H05BX01,PRF,30mg,CUTIE CU BLIST. PVC-PE-PVDC/AL X 28 COMPR. FILM.,HEATON K.S.,REPUBLICA CEHA,28,45324,16187142,0000000,0000000,
CINACALCET ACCORDPHARMA 30 mg,CINACALCETUM,C2,W66608001,COMPR. FILM.,H05BX01,PRF,30mg,CUTIE CU BLIST. DIN AL/PVC TRANSPARENT X 28 COMPR. FILM.,ACCORD HEALTHCARE S.L.U.,SPANIA,28,39987,14281071,0000000,0000000,
MIMPARA 30 mg,CINACALCETUM,C2,W43185002,COMPR. FILM.,H05BX01,P-RF,30mg,CUTIE X 2 BLIST. ACLAR-PVC-PVAC/AL X 14 COMPR. FILM.,AMGEN EUROPE B.V.,OLANDA,28,53450,19089285,1952000,1952000,
MIMPARA 60 mg,CINACALCETUM,C2,W43186002,COMPR. FILM.,H05BX01,P-RF,60mg,CUTIE X 2 BLIST. ACLAR-PVC-PVAC/AL X 14 COMPR. FILM.,AMGEN EUROPE B.V.,OLANDA,28,"1.410,14",50362142,0000000,0000000,
MIMPARA 90 mg,CINACALCETUM,C2,W43187002,COMPR. FILM.,H05BX01,P-RF,90mg,CUTIE X 2 BLIST. ACLAR-PVC-PVAC/AL X 14 COMPR. FILM.,AMGEN EUROPE B.V.,OLANDA,28,"2.052,83",73315357,0000000,0000000,
ZEMPLAR 1 microgram,PARICALCITOLUM,C2,W63199002,CAPS. MOI,H05BX02,PRF,1micrograme,CUTIE CU 4 BLIST. PVC/FLUOROPOLIMER/AL X 7 CAPS. MOI,ABBVIE SPAIN S.L.U.,SPANIA,28,26217,9363214,0000000,0000000,
ZEMPLAR 5 micrograme/ml,PARICALCITOLUM,C2,W63198003,SOL. INJ.,H05BX02,PR,5micrograme/ml,CUTIE CU 5 FLAC. DIN STICLA INCOLORA TIP I X 1 ML SOL. INJ.,ABBVIE SPAIN S.L.U.,SPANIA,5,26380,52760000,0000000,0000000,
ZEMPLAR 5 micrograme/ml,PARICALCITOLUM,C2,W63198001,SOL. INJ.,H05BX02,PR,5micrograme/ml,CUTIE CU 5 FIOLE DIN STICLA INCOLORA TIP I X 1 ML SOL. INJ.,ABBVIE SPAIN S.L.U.,SPANIA,5,26380,52760000,0000000,0000000,
RENAGEL 800mg,SEVELAMER,C2,W08985002,COMPR. FILM.,V03AE02,P-RF,800mg,CUTIE X 1 FLAC.PEID. X 180 COMPR. FILM.,GENZYME EUROPE BV,OLANDA,180,43900,2438888,0000000,0000000,
CARBONAT DE SEVELAMER HEATON 800 mg,SEVELAMER,C2,W62911004,COMPR. FILM.,V03AE02,PRF,800mg,CUTIE CU 1 FLACON DIN PEÎD CU CAPAC DIN PP PREVAZUT CU SISTEM DE ÎNCHIDERE SECURIZAT PENTRU COPII SI DESICANT CU 180 COMPRIMATE FILMATE,HEATON K.S.,REPUBLICA CEHA,180,38192,2121777,0000000,0000000,
NALTREXONA AMOMED 50 mg,NALTREXONUM,C2,W66185003,COMPR. FILM.,N07BB04,PRF,50mg,CUTIE CU 4 BLIST. PVC-PVDC/AL X 7 COMPR. FILM.,AMOMED PHARMA GMBH,AUSTRIA,28,27889,9960357,0054357,0054357,
NALTREXONA TORREX 50 mg,NALTREXONUM,C2,W64547003,COMPR. FILM.,N07BB04,PRF,50mg,CUTIE CU 4 BLIST. PVC-PVDC/AL X 7 COMPR. FILM.,AMOMED PHARMA GMBH,AUSTRIA,28,23114,8255000,0000000,0000000,
METADONA BIOEEL 10 mg,METHADONUM,C2,W66267001,COMPR.,N07BC02,PS,10mg,CUTIE CU 2 BLIST. AL/PVC-PVDC X 10 COMPR.,S.C. BIO EEL S.R.L.,ROMANIA,20,2162,1081000,0000000,0000000,
METADONA BIOEEL 10 mg,METHADONUM,C2,W66267002,COMPR.,N07BC02,PS,10mg,CUTIE CU 5 BLIST. AL/PVC-PVDC X 10 COMPR.,S.C. BIO EEL S.R.L.,ROMANIA,50,5231,1046200,0000000,0000000,
"SINTALGON 2,5 mg",METHADONUM,C2,W51921003,COMPR.,N07BC02,P-TS,"2,5mg",CUTIE X 2 BLIST. AL/PVC X 25 COMPR.,ZENTIVA S.A.,ROMANIA,50,2712,0542400,0000000,0000000,
METADON BIOEEL 20 mg,METHADONUM,C2,W55532002,COMPR.,N07BC02,P-TS,20mg,CUTIE X 5 BLIST. AL/PVC-PVDC X 10 COMPR.,BIO EEL SRL,ROMANIA,50,9484,1896800,0000000,0000000,
METADONA BIOEEL 40 mg,METHADONUM,C2,W66268002,COMPR.,N07BC02,PS,40mg,CUTIE CU 5 BLIST. AL/PVC-PVDC X 10 COMPR.,S.C. BIO EEL S.R.L.,ROMANIA,50,17987,3597400,0000000,0000000,
METADONA BIOEEL 40 mg,METHADONUM,C2,W66268001,COMPR.,N07BC02,PS,40mg,CUTIE CU 2 BLIST. AL/PVC-PVDC X 10 COMPR.,S.C. BIO EEL S.R.L.,ROMANIA,20,7588,3794000,0000000,0000000,
METADON BIOEEL 5 mg,METHADONUM,C2,W55533002,COMPR.,N07BC02,P-TS,5mg,CUTIE X 5 BLIST. AL/PVC-PVDC X 10 COMPR.,BIO EEL SRL,ROMANIA,50,2703,0540600,0000000,0000000,
MISYO 10 mg/ml,METHADONUM,C2,W60166003,CONC. PT. SOL. ORALA,N07BC02,PS,10mg/ml,CUTIE CU 1 FLAC. DIN STICLA BRUNA CU CAPAC DIN PP 28 CU SIGILIU DIN PE A 1000 ML CONC. PT. SOL. ORAL,INN-FARM D.O.O.,SLOVENIA,1,40595,405950000,0000000,0000000,
METHASAN 10 mg/ml,METHADONUM,C2,W63213001,CONC. PT. SOL. ORALA,N07BC02,PS,10mg/ml,"CUTIE CU 1 FLAC. DIN STICLA BRUNA CARE CONTINE 100 ML CONC. PT. SOL. ORALA, SERINGA GRADATA PT. ADMINISTRARE ORALA SI UN ADAPTOR PT. FLAC.",LANNACHER HEILMITTEL GES.M.B.H.,AUSTRIA,1,4603,46030000,0000000,0000000,
MISYO 10 mg/ml,METHADONUM,C2,W60166004,CONC. PT. SOL. ORALA,N07BC02,PS,10mg/ml,"CUTIE CU 1 FLAC. DIN STICLA BRUNA CU CAPAC DIN PP 28 PREVAZUT CU SISTEM DE INCHIDERE SECURIZAT PT. COPII, A 1000 ML CONC. PT. SOL. ORALA",INN-FARM D.O.O.,SLOVENIA,1,40595,405950000,0000000,0000000,
"SUBOXONE 2mg/0,5mg",COMBINATII ( BUPRENORPHINUM + NALAXONE),C2,W62865001,COMPR. SUBLING.,N07BC51,PS/PR,"2mg/0,5mg",CUTIE X 7 COMPR. SUBLING. (BLIST. DE HARTIE/AL/NYLON/AL/PVC),INDIVIOR UK LIMITED,MAREA BRITANIE,7,2684,3834285,0000000,0000000,
SUBOXONE 8mg/2mg,COMBINATII ( BUPRENORPHINUM + NALAXONE),C2,W62866001,COMPR. SUBLING.,N07BC51,PS/PR,8mg/2mg,CUTIE X 7 COMPR. SUBLING. (BLIST. DE HARTIE/AL/NYLON/AL/PVC),INDIVIOR UK LIMITED,MAREA BRITANIE,7,7483,10690000,0000000,0000000,
ANDROCUR 50 mg,CYPROTERONUM,C2,W64041001,COMPR.,G03HA01,PRF,50mg,CUTIE CU 5 BLIST. AL/PVC X 10 COMPR.,BAYER AG,GERMANIA,50,11377,2275400,0000000,0000000,
ANDROCUR,CYPROTERONUM,C2,W58800001,COMPR.,G03HA01,P-RF,50mg,CUTIE X 5 BLIST. AL/PVC X 10 COMPR.,BAYER PHARMA AG,GERMANIA,50,11377,2275400,0000000,0000000,
ENDOXAN (R) 50 mg,CYCLOPHOSPHAMIDUM,C2,W12490001,DRAJ.,L01AA01,P-RF,50mg,CUTIE X 5 BLIST. PVC-PVDC/AL X 10 DRAJ.,BAXTER ONCOLOGY GMBH,GERMANIA,50,6355,1271000,0000000,0000000,
ENDOXAN 200 mg,CYCLOPHOSPHAMIDUM,C2,W52215001,PULB. PT. SOL. INJ. / PERF.,L01AA01,S,200mg,CUTIE X 1 FLAC. PULB. PT. SOL. PERF./INJ,ACTAVIS S.R.L.,ROMANIA,1,2838,28380000,0000000,0000000,
ENDOXAN 200 mg,CYCLOPHOSPHAMIDUM,C2,W64372001,PULB. PT. SOL. PERF./INJ.,L01AA01,PR,200mg,CUTIE CU 1 FLAC. DIN STICLA INCOLORA PULB. PT. SOL. PERF./INJ,TEVA B.V.,OLANDA,1,2838,28380000,0000000,0000000,
LEUKERAN 2 mg,CHLORAMBUCILUM,C2,W58866002,COMPR. FILM.,L01AA02,P-RF,2mg,CUTIE X 1 FLAC. X 25 COMPR. FILM.,ASPEN PHARMA TRADING LIMITED,IRLANDA,25,6471,2588400,0000000,0000000,
ALKERAN 2 mg,MELPHALANUM,C2,W58865001,COMPR. FILM.,L01AA03,P-RF,2mg,CUTIE X 1 FLAC. DIN STICLA BRUNA X 25 COMPR. FILM.,ASPEN PHARMA TRADING LIMITED,IRLANDA,25,20796,8318400,0000000,0000000,
MELFALAN AMRING 50 mg,MELPHALANUM,C2,W66698001,PULB+SOLV. PT. SOL. INJ./PERF.,L01AA03,PR,50mg,CUTIE CU 1 FLAC. DIN STICLA INCOLORA CU PULB. PT. SOL. INJ./PERF. SI 1 FLAC. DIN STICLA INCOLORA CU SOLV.,AMRING FARMA SRL,ROMANIA,1,79342,793420000,0000000,0000000,
HOLOXAN 1 g,IFOSFAMIDUM,C2,W12497001,PULB. PT. SOL. PERF.,L01AA06,PR,1g,CUTIE X 1 FLAC. CU PULB. PT. SOL. PERF.,BAXTER ONCOLOGY GMBH,GERMANIA,1,16425,164250000,0000000,0000000,
"BENDAMUSTINA ACCORD 2,5 mg/ml",BENDAMUSTINUM,C2,W62548001,PULB. PT. CONC. PT. SOL. PERF.,L01AA09,PR,"2,5mg/ml","CUTIE CU 5 FLAC. DIN STICLA BRUNA, CU CAPACITATEA DE 10 ML CU PULB. PT. CONC. PT. SOL. PERF. CARE CONTINE 25 MG BENDAMUSTINA",ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,5,61065,122130000,51193200,51193200,
"BENDAMUSTINA ACCORD 2,5 mg/ml",BENDAMUSTINUM,C2,W65791005,PULB. PT. CONC. PT. SOL. PERF.,L01AA09,PR,"2,5mg/ml","CUTIE CU 5 FLAC. DIN STICLA BRUNA, CU CAPACITATEA DE 50 ML CU PULB. PT. CONC. PT. SOL. PERF. CARE CONTINE 100 MG BENDAMUSTINA",ACCORD HEALTHCARE POLSKA SP. Z O.O.,POLONIA,5,"1.870,17",374034000,126716400,126716400,
"BENDAMUSTINA ACCORD 2,5 mg/ml",BENDAMUSTINUM,C2,W65791001,PULB. PT. CONC. PT. SOL. PERF.,L01AA09,PR,"2,5mg/ml","CUTIE CU 5 FLAC. DIN STICLA BRUNA, CU CAPACITATEA DE 10 ML CU PULB. PT. CONC. PT. SOL. PERF. CARE CONTINE 25 MG BENDAMUSTINA",ACCORD HEALTHCARE POLSKA SP. Z O.O.,POLONIA,5,61065,122130000,51193200,51193200,
"BENDAMUSTINA ZENTIVA 2,5 mg/ml",BENDAMUSTINUM,C2,W62432002,PULB. PT. CONC. PT. SOL. PERF.,L01AA09,PR,"2,5mg/ml","CUTIE CU 5 FLAC. DIN STICLA BRUNA, CU CAPACITATEA DE 25 ML CU PULB. PT. CONCENTRAT PT. SOL. PERF. CARE CONTINE 25 MG CLORHIDRAT DE BENDAMUSTINA","ZENTIVA, K.S.",REPUBLICA CEHA,5,29557,59114000,0000000,0000000,
"BENDAMUSTINA ZENTIVA 2,5 mg/ml",BENDAMUSTINUM,C2,W62432006,PULB. PT. CONC. PT. SOL. PERF.,L01AA09,PR,"2,5mg/ml","CUTIE CU 5 FLAC. DIN STICLA BRUNA, CU CAPACITATEA DE 50 ML CU PULB. PT. CONCENTRAT PT. SOL. PERF. CARE CONTINE 100 MG CLORHIDRAT DE BENDAMUSTINA","ZENTIVA, K.S.",REPUBLICA CEHA,5,"1.030,49",206098000,0000000,0000000,
"BENDAMUSTINA ACCORD 2,5 mg/ml",BENDAMUSTINUM,C2,W62548005,PULB. PT. CONC. PT. SOL. PERF.,L01AA09,PR,"2,5mg/ml","CUTIE CU 5 FLAC. DIN STICLA BRUNA, CU CAPACITATEA DE 50 ML CU PULB. PT. CONC. PT. SOL. PERF. CARE CONTINE 100 MG BENDAMUSTINA",ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,5,"1.870,17",374034000,126716400,126716400,
MYLERAN,BUSULFANUM,C2,W58856002,COMPR. FILM.,L01AB01,P-RF,2mg,CUTIE X 1 FLAC. DIN STICLA BRUNA X 100 COMPR. FILM.,ASPEN PHARMA TRADING LIMITED,IRLANDA,100,70946,7094600,0000000,0000000,
BUSULFAN FRESENIUS KABI 6 mg/ml,BUSULFANUM,C2,W62395001,CONC. PT. SOL. PERF.,L01AB01,PR,6mg/ml,AMBALAJ COLECTIV CU 8 FLAC. (8 CUTII A CATE 1 FLAC. X10ML),FRESENIUS KABI ONCOLOGY PLC,MAREA BRITANIE,8,"6.165,72",770715000,0000000,0000000,
BUSULFAN ACCORD 6 mg/ml,BUSULFANUM,C2,W62979001,CONC. PT. SOL. PERF.,L01AB01,PR,6mg/ml,CUTIE CU 1 FLAC. DIN STICLA INCOLORA CU 10 ML CONC. PT. SOL. PERF.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,1,83271,832710000,0000000,0000000,
BUSULFAN FRESENIUS KABI 6 mg/ml,BUSULFANUM,C2,W64538001,CONC. PT. SOL. PERF.,L01AB01,PR,6mg/ml,AMBALAJ COLECTIV CU 8 FLAC. (8 CUTII A CATE 1 FLAC.) X 10 ML,FRESENIUS KABI DEUTSCHLAND GMBH,GERMANIA,8,"6.165,72",770715000,0000000,0000000,
BUSULFAN ACCORD 6 mg/ml,BUSULFANUM,C2,W65792001,CONC. PT. SOL. PERF.,L01AB01,PR,6mg/ml,CUTIE CU 1 FLAC. DIN STICLA INCOLORA CU 10 ML CONC. PT. SOL. PERF.,ACCORD HEALTHCARE POLSKA SP. Z O.O.,POLONIA,1,83271,832710000,0000000,0000000,
TEMOZOLOMIDE TEVA 100 mg,TEMOZOLOMIDUM,C2,W63023001,CAPS.,L01AX03,PR,100mg,CUTIE X 1 FLAC. DIN STICLA BRUNA X 5 CAPS.,TEVA B.V.,OLANDA,5,24357,48714000,0000000,0000000,
TEMODAL 100 mg,TEMOZOLOMIDUM,C2,W59614003,CAPS.,L01AX03,P-RF/R,100mg,CUTIE X 5 CAPS. AMBALATE INDIVIDUAL IN PLICURI,MERCK SHARP & DOHME,MAREA BRITANIE,5,37272,74544000,16087200,16087200,
TEMODAL 100 mg,TEMOZOLOMIDUM,C2,W64828003,CAPS.,L01AX03,PR,100mg,CUTIE CU 5 CAPS. AMBALATE INDIVIDUAL IN PLICURI,MERCK SHARP & DOHME,OLANDA,5,37272,74544000,16087200,16087200,
TEMOZOLOMIDA ACCORD 100 mg,TEMOZOLOMIDUM,C2,W61812002,CAPS.,L01AX03,PR,100mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,5,24357,48714000,0000000,0000000,
TEMOZOLOMIDE SUN 100 mg,TEMOZOLOMIDUM,C2,W66250001,CAPS.,L01AX03,PR,100mg,CUTIE CU BLIST. AL/AL PENTRU ELIBERAREA UNEI UNITATI DOZATE X 5X1 CAPS.,SUN PHARMACEUTICAL INDUSTRIES EUROPE B.V.,OLANDA,5,24357,48714000,0000000,0000000,
TEMOZOLOMIDA ACCORD 100 mg,TEMOZOLOMIDUM,C2,W65711002,CAPS.,L01AX03,PR,100mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,5,24357,48714000,0000000,0000000,
TEMODAL 140mg,TEMOZOLOMIDUM,C2,W59615003,CAPS.,L01AX03,P-RF/R,140mg,CUTIE X 5 CAPS. AMBALATE INDIVIDUAL IN PLICURI,MERCK SHARP & DOHME,MAREA BRITANIE,5,70533,141066000,52040400,52040400,
TEMOZOLOMIDA ACCORD 140 mg,TEMOZOLOMIDUM,C2,W65712002,CAPS.,L01AX03,PR,140mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,5,43071,86142000,0000000,0000000,
TEMOZOLOMIDA ACCORD 140 mg,TEMOZOLOMIDUM,C2,W61813002,CAPS.,L01AX03,PR,140mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,5,43071,86142000,0000000,0000000,
TEMOZOLOMIDE SUN 140 mg,TEMOZOLOMIDUM,C2,W66251001,CAPS.,L01AX03,PR,140mg,CUTIE CU BLIST. AL/AL PENTRU ELIBERAREA UNEI UNITATI DOZATE X 5X1 CAPS.,SUN PHARMACEUTICAL INDUSTRIES EUROPE B.V.,OLANDA,5,37094,74188000,0000000,0000000,
TEMOZOLOMIDA ACCORD 180 mg,TEMOZOLOMIDUM,C2,W61814002,CAPS.,L01AX03,PR,180mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,5,55067,110134000,0000000,0000000,
TEMOZOLOMIDA ACCORD 180 mg,TEMOZOLOMIDUM,C2,W65713002,CAPS.,L01AX03,PR,180mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,5,55067,110134000,0000000,0000000,
TEMODAL 180 mg,TEMOZOLOMIDUM,C2,W59616003,CAPS.,L01AX03,P-RF/R,180mg,CUTIE X 5 CAPS. AMBALATE INDIVIDUAL IN PLICURI,MERCK SHARP & DOHME,MAREA BRITANIE,5,89511,179022000,46861200,46861200,
TEMOZOLOMIDA ACCORD 20 mg,TEMOZOLOMIDUM,C2,W61811002,CAPS.,L01AX03,PR,20mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,5,5580,11160000,0000000,0000000,
TEMODAL 20 mg,TEMOZOLOMIDUM,C2,W64827003,CAPS.,L01AX03,PR,20mg,CUTIE CU 5 CAPS. AMBALATE INDIVIDUAL IN PLICURI,MERCK SHARP & DOHME,OLANDA,5,8154,16308000,2916000,2916000,
TEMODAL 20 mg,TEMOZOLOMIDUM,C2,W59617003,CAPS.,L01AX03,P-RF/R,20mg,CUTIE X 5 CAPS. AMBALATE INDIVIDUAL IN PLICURI,MERCK SHARP & DOHME,MAREA BRITANIE,5,8154,16308000,2916000,2916000,
TEMOZOLOMIDE TEVA 20 mg,TEMOZOLOMIDUM,C2,W63022001,CAPS.,L01AX03,PR,20mg,CUTIE X 1 FLAC. DIN STICLA BRUNA X 5 CAPS.,TEVA B.V.,OLANDA,5,5580,11160000,0000000,0000000,
TEMOZOLOMIDE SUN 20 mg,TEMOZOLOMIDUM,C2,W66249001,CAPS.,L01AX03,PR,20mg,CUTIE CU BLIST. AL/AL PENTRU ELIBERAREA UNEI UNITATI DOZATE X 5X1 CAPS.,SUN PHARMACEUTICAL INDUSTRIES EUROPE B.V.,OLANDA,5,5580,11160000,0000000,0000000,
TEMOZOLOMIDA ACCORD 20 mg,TEMOZOLOMIDUM,C2,W65710002,CAPS.,L01AX03,PR,20mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,5,5580,11160000,0000000,0000000,
TEMOZOLOMIDA ACCORD 250 mg,TEMOZOLOMIDUM,C2,W61815002,CAPS.,L01AX03,PR,250mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE LIMITED,MAREA BRITANIE,5,73059,146118000,0000000,0000000,
TEMOZOLOMIDA ACCORD 250 mg,TEMOZOLOMIDUM,C2,W65714002,CAPS.,L01AX03,PR,250mg,CUTIE CU 5 PLICURI DIN PET/AL/PE X 1 CAPS.,ACCORD HEALTHCARE S.L.U.,SPANIA,5,73059,146118000,0000000,0000000,
TEMOZOLOMIDE TEVA 250 mg,TEMOZOLOMIDUM,C2,W63024001,CAPS.,L01AX03,PR,250mg,CUTIE X 1 FLAC. DIN STICLA BRUNA X 5 CAPS.,TEVA B.V.,OLANDA,5,"1.034,15",206830000,31488400,31488400,
DACARBAZINA LIPOMED 200 mg,DACARBAZINUM,C2,W58779001,PULB. PT. SOL. INJ./PERF.,L01AX04,PR,200 mg,CUTIE CU 10 FLACOANE MONODOZA DIN STICLA BRUNA CU DOP DIN CAUCIUC BROMOBUTILIC CU SIGILIU DIN AL TIP FLIP-OFF CU CAPAC DIN PLASTIC DE CULOARE ROSIE CARE CONTIN PULB. PENTRU SOL. INJ. SAU PERF.,LIPOMED GMBH,GERMANIA,10,92012,92012000,0000000,0000000,
DACARBAZINE MEDAC 500 mg,DACARBAZINUM,C2,W56549001,PULB. PT. SOL. PERF.,L01AX04,PR,500mg,CUTIE CU 1 FLAC.X 500MG PULB. PT. SOL. PERF.,CN UNIFARM S.A.,ROMANIA,1,10839,108390000,0000000,0000000,
"METHOTREXAT ""EBEWE"" 5000 mg",METHOTREXATUM,C2,W12735001,CONC. PT. SOL. INJ./PERF.,L01BA01,PR,100mg/ml,CUTIE X 1 FLACON X 50 ML,EBEWE PHARMA GES.M.B.H. NFG KG,AUSTRIA,1,39303,393030000,0000000,0000000,
JYLAMVO 2 mg/ml,METHOTREXATUM,C2,W65904001,SOL. ORALA,L01BA01,PR,2mg/ml,"CUTIE CU 1 FLAC. DIN STICLA, CU ADAPTOR DIN PEJD PENTRU FLACON SI O SERINGA DOZATOARE DIN PP X 60 ML SOL. ORALA",THERAKIND (EUROPE) LIMITED,IRLANDA,1,72826,728260000,0000000,0000000,
PEMETREXED FRESENIUS KABI 25 mg/ml,PEMETREXEDUM,C2,W66907002,CONC. PT. SOL. PERF.,L01BA04,PR,25mg/ml,"CUTIE CU 1 FLAC. DIN STICLA DE TIP I, INCOLORA CONTINAND 20 ML CONC. PT. SOL. PERF.",FRESENIUS KABI DEUTSCHLAND GMBH,GERMANIA,1,"1.866,08","1.866,080000",917384000,917384000,
PEMETREXED ACCORD 25 mg/ml,PEMETREXEDUM,C2,W67460001,CONC. PT. SOL. PERF.,L01BA04,PR,25mg/ml,"CUTIE CU 1 FLAC. DIN STICLA MODELATA TRANSPARENTA DE TIP I CU DOP DIN CAUCIUC BROMOBUTILIC, CU CAPSA FLIP-OFF DECULOARE MOV DESCHIS, CARE CONTINE DE 20 ML DE CONCENTRAT",ACCORD HEALTHCARE S.L.U.,SPANIA,1,"1.750,21","1.750,210000",801514000,801514000,
PEMETREXED ACCORD 25 mg/ml,PEMETREXEDUM,C2,W67460002,CONC. PT. SOL. PERF.,L01BA04,PR,25mg/ml,"CUTIE CU 1 FLAC. DIN STICLA MODELATA TRANSPARENTA DE TIP I CU DOP DIN CAUCIUC BROMOBUTILIC, CU CAPSA FLIP-OFF DECULOARE PORTOCALIE, CARE CONTINE DE 34 ML DE CONCENTRAT",ACCORD HEALTHCARE S.L.U.,SPANIA,1,"2.925,77","2.925,770000",0000000,0000000,
